molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_5
CHEMBL1242660;nM;5140.0;COc1cc(cc(OC)c1OC)c2nn(C(C)C)c3ncnc(N)c23;5.289036881004725;343.1644395320001;8;1;2.6822;yes
CHEMBL1812559;nM;5160.0;[O-][N+](=O)c1ccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1;5.287350298372789;489.04365147199996;6;2;5.696000000000002;yes
CHEMBL2336355;nM;5160.0;COc1ccccc1NC(=O)\C=C\c2ccccc2;5.287350298372789;253.11027872;2;1;3.347100000000001;yes
CHEMBL2047028;nM;5160.0;COc1ccc(NC(=O)CCCCCC(=O)NO)cc1C(=O)Nc2cccc(c2)C#C;5.287350298372789;423.1794209;5;4;3.323200000000001;yes
CHEMBL1828867;nM;5170.0;Fc1ccc(CC(=O)NS(=O)(=O)c2ccc(F)cc2)cc1;5.2865094569060584;311.042770652;3;1;2.0124;yes
CHEMBL109372;nM;5170.0;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC;5.2865094569060584;357.068032556;5;1;4.659780000000002;yes
CHEMBL1169856;nM;5190.0;Cc1ccc(cc1C)C2=NN(C(C2)c3ccccc3F)C(=S)N;5.2848326421515415;327.120546796;2;1;3.8372400000000013;yes
CHEMBL370808;nM;5200.0;COc1ccc(cc1c2[nH]nc3nc(Nc4ccc(F)cc4F)ncc23)C#CC(C)(C)N;5.2839966563652006;434.16666570000007;6;3;4.139100000000002;yes
CHEMBL3910361;nM;5200.0;BrCC(=O)OCCN1C(=O)Oc2cc3ncnc(Nc4cccc(c4)C#C)c3cc12;5.2839966563652006;466.0276670600001;8;1;3.200700000000001;yes
CHEMBL364623;nM;5200.0;Cc1cc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)nc(C)n1;5.2839966563652006;373.076408812;6;2;4.507660000000002;yes
CHEMBL1614712;nM;5200.0;Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5;5.2839966563652006;439.23721054799995;6;1;4.916300000000005;yes
CHEMBL472943;nM;5220.0;COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)N(C)C;5.282329496997739;442.15718190800004;5;2;5.224300000000005;yes
CHEMBL113901;nM;5220.0;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)N(C)C;5.282329496997739;467.15243087600004;6;2;5.095980000000004;yes
CHEMBL3233763;nM;5222.0;CN(C)CCCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1;5.282163132513076;450.14048628800003;7;2;4.049400000000002;yes
CHEMBL459;nM;5228.0;C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O;5.281664421091493;211.084457896;4;4;0.4423000000000001;yes
CHEMBL3263372;nM;5260.0;Cc1ccc(cc1)C2=NN(C(C2)c3ccc4ccccc4c3)C5=NC(CS5)c6ccccc6;5.279014255846262;447.17691880000007;4;0;7.143420000000007;yes
CHEMBL245799;nM;5260.0;N#Cc1cnc2ccc(cc2c1N[C@@H]3C[C@H]3c4ccccc4)c5cccc(CN6CCOCC6)c5;5.279014255846262;460.226311516;5;1;5.573680000000006;yes
CHEMBL1173667;nM;5270.0;NC(=S)N1N=C(CC1c2ccc(O)cc2)c3ccc(Cl)c(Cl)c3;5.278189384787454;365.015638396;3;2;4.093700000000002;yes
CHEMBL3613691;nM;5283.0;CN(C)c1ccc(\C=C\C(=O)c2ccc3ncc(C(=O)N)c(Nc4ccc(Cl)cc4)c3c2)cc1;5.277119389313061;470.15095365600007;5;2;5.6928000000000045;yes
CHEMBL2316155;nM;5300.0;COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(OC)c(O)c3)\C2=O)c1;5.275724130399211;380.1623738679999;5;1;4.638000000000004;yes
CHEMBL368278;nM;5300.0;CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]4CCC[C@@H](N)C4)nc12;5.275724130399211;385.17817144800006;7;3;3.9250000000000007;yes
CHEMBL474543;nM;5300.0;Clc1ccc2c(Nc3ccc(cc3)c4nc5ccccc5s4)ccnc2c1;5.275724130399211;387.05969612800004;4;1;6.908500000000004;yes
CHEMBL2029700;nM;5300.0;Nc1nn2C(=O)C=C(Nc2c1\N=N\c3ccc4OCOc4c3)c5ccccc5;5.275724130399211;374.11273830799996;8;2;3.4159000000000015;yes
CHEMBL443268;nM;5310.0;CN1C(=O)\C(=C/c2[nH]c(cc2C)C(=O)NCCN3CCOCC3)\c4c(Nc5ccc(F)c(Cl)c5)ncnc14;5.274905478918532;539.184793624;7;3;3.228220000000002;yes
CHEMBL1241486;nM;5320.0;COc1cc(ccc1NC(C)CO)c2nn(C(C)C)c3ncnc(N)c23;5.274088367704953;356.19607400800004;8;3;2.4577;yes
CHEMBL597304;nM;5330.0;CCCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3;5.273272790973428;423.20457302799997;5;2;5.021100000000005;yes
CHEMBL1958031;nM;5340.0;Clc1ccc(cc1)C2=NN(C(C2)c3ccccc3)C4=NC(=O)CS4;5.272458742971444;355.054610748;4;0;4.120500000000003;yes
CHEMBL1821895;nM;5350.0;COc1ccc(cc1)C2=NN(C(C2)c3ccc(O)cc3)c4nc(cs4)c5ccccc5;5.271646217978772;427.135447912;6;1;5.880000000000005;yes
CHEMBL1958220;nM;5350.0;COc1ccc(cc1)C2=NN(C(C2)c3ccc(Cl)cc3)C4=NC(=O)CS4;5.271646217978772;385.06517543200005;5;0;4.129100000000003;yes
CHEMBL58;nM;5385.9000000000015;OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12;5.268741714394869;444.2008846159999;10;8;-0.1392;yes
CHEMBL472743;nM;5390.0;COc1cc(NC(=O)\C=C\CN2CCOCC2)cc3c(Nc4cccc(Br)c4)ccnc13;5.268411234813262;496.1110027600001;6;2;4.576400000000003;yes
CHEMBL113985;nM;5390.0;COc1cc(NC(=O)\C=C\CN2CCOCC2)cc3c(Nc4cccc(Br)c4)c(cnc13)C#N;5.268411234813262;521.1062517280001;7;2;4.448080000000003;yes
CHEMBL3325471;nM;5400.0;COc1ccc2c(c1)cc(C3C(=C(N)N(C4=C3C(=O)CCC4)c5cccnc5)C#N)c6nnnn26;5.267606240177031;464.17092188000015;10;1;2.9858800000000008;yes
CHEMBL123045;nM;5400.0;Oc1ccc(O)c(CNc2ccc(O)c(c2)[N+](=O)[O-])c1;5.267606240177031;276.074621484;6;4;2.3237000000000005;yes
CHEMBL2205030;nM;5400.0;Brc1ccc(cc1)S2=NS(=O)(=O)c3cnccc23;5.267606240177031;341.91323156400006;3;0;2.766300000000001;yes
CHEMBL309075;nM;5400.0;NCCNC(=O)c1ccc(cc1)S(=O)(=O)Oc2ccc(\C=C\[N+](=O)[O-])cc2;5.267606240177031;391.083806264;7;2;1.3901999999999999;yes
CHEMBL3742060;nM;5430.0;Cc1ccc(cc1)n2cc3c(nnc(C)c3n2)c4c(C)[nH]c(c5ccccc5)c4c6ccccc6;5.265200170411154;455.21099580000003;4;1;7.0698600000000065;yes
CHEMBL1958222;nM;5460.0;COc1ccc(cc1)C2=NN(C(C2)c3ccc(C)cc3)C4=NC(=O)CS4;5.262807357295261;365.119797848;5;0;3.7841200000000024;yes
CHEMBL2442320;nM;5490.0;COc1cc(OC)c2C(=O)N(C=Cc2c1)c3ccc(F)c(Cl)c3;5.2604276555499085;333.056799176;4;0;3.8004000000000033;yes
CHEMBL370266;nM;5500.0;CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F;5.259637310505756;504.19327437199996;9;3;3.893200000000003;yes
CHEMBL3221547;nM;5500.0;Cl.CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(Cl)c3)c2cc1OC;5.259637310505756;466.1174606079999;7;2;5.814400000000004;yes
CHEMBL3612572;nM;5500.0;COCCN1C(=O)Oc2cc3ncnc(Nc4ccc(OC)c(OC)c4)c3cc12;5.259637310505756;396.1433697399999;9;1;2.9449000000000014;yes
CHEMBL37346;nM;5500.0;Brc1cccc(Nc2ccnc3ccccc23)c1;5.259637310505756;298.010560452;2;1;4.740900000000003;yes
CHEMBL76599;nM;5530.0;CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3ccccc3;5.257274868695301;336.16985925999995;5;3;3.194000000000001;yes
CHEMBL3263364;nM;5530.0;COc1ccc(cc1)C2=NN(C(C2)c3cccc4ccccc34)C5=NC(=O)CS5;5.257274868695301;401.119797848;5;0;4.628900000000004;yes
CHEMBL3234751;nM;5540.0;CN(C)c1ncc(cn1)C(=O)Nc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(C)CC4)c(c3)C(F)(F)F;5.2564902352715706;555.2569579240001;7;2;4.121820000000003;yes
CHEMBL926;nM;5551.0;CC(CCc1ccc(O)cc1)NCCc2ccc(O)c(O)c2;5.255628772668139;301.167793596;4;4;2.956800000000002;yes
CHEMBL1821892;nM;5560.0;COc1ccc(cc1)C2=NN(C(C2)c3ccc(Br)cc3)c4nc(cs4)c5ccccc5;5.254925208417943;489.05104536;5;0;6.936900000000005;yes
CHEMBL1958210;nM;5580.0;Cc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccc(Br)cc4;5.2533658010624205;413.019745232;4;0;4.538020000000004;yes
CHEMBL2437459;nM;5585.0;C=CC(=O)Nc1ccc(cc1)N2C(=O)C=Nc3cnc(Nc4ccc(cc4)N5CCOCC5)nc23;5.252976822548372;469.18623759600007;9;2;2.8804000000000007;yes
CHEMBL351920;nM;5600.0;CC(=O)c1c(SSc2c(C(=O)C)c3ccccc3n2C)n(C)c4ccccc14;5.251811972993798;408.09661988000005;6;0;5.874600000000005;yes
CHEMBL2029696;nM;5600.0;Fc1ccc(cc1)N2NC(=O)\C(=C\c3cccc(OCc4ccccc4F)c3)\C2=O;5.251811972993798;406.11289881199997;3;1;4.005200000000002;yes
CHEMBL49596;nM;5600.0;CN1C(=O)C(=Cc2cnc(N)nc12)c3c(Cl)cccc3Cl;5.251811972993798;320.02316629999996;5;1;2.8845;yes
CHEMBL50415;nM;5600.0;Oc1cc2cnc(cc2cc1O)C(=O)Nc3ccccc3;5.251811972993798;280.084792244;4;3;2.8983000000000008;yes
CHEMBL2316147;nM;5600.0;COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(F)cc3)\C2=O)c1;5.251811972993798;352.147472752;3;0;5.062900000000004;yes
CHEMBL116423;nM;5600.0;Cc1cc(C=C(C#N)C#N)cc(O)c1O;5.251811972993798;200.058577496;4;2;1.836780000000001;yes
CHEMBL115895;nM;5600.0;COc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2ccccc2NC(=O)C)c1O;5.251811972993798;397.109627088;6;3;3.043780000000002;yes
CHEMBL250315;nM;5600.0;COc1cc2ncnc(C#Cc3ccccc3)c2cc1OC;5.251811972993798;290.105527688;4;0;3.046800000000002;yes
CHEMBL186802;nM;5600.0;COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC;5.251811972993798;400.15354049999996;6;2;4.642900000000004;yes
CHEMBL468975;nM;5600.0;Cl.CN(C)CC(=C)C(=O)c1ccccc1;5.251811972993798;225.092041812;2;0;2.408900000000001;yes
CHEMBL1928890;nM;5670.0;Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)cc4)cc23)c1;5.246416941107094;438.02468629199996;4;2;6.401400000000002;yes
CHEMBL2325105;nM;5680.0;NC(=S)N1N=C(CC1c2cccc3ccccc23)c4ccc(Br)cc4;5.245651664288982;409.02483061199996;2;1;4.9970000000000026;yes
CHEMBL1277620;nM;5700.0;COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC;5.2441251443275085;377.01751697599997;5;1;4.292200000000003;yes
CHEMBL4066118;nM;5700.0;C(c1oc(Cc2nc3ccccc3[nH]2)nn1)c4cccc5ccccc45;5.2441251443275085;340.132411132;4;1;4.280700000000003;yes
CHEMBL3612575;nM;5700.0;CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4cccc(c4)C#C)c3cc12;5.2441251443275085;416.14845512;8;1;3.605900000000002;yes
CHEMBL381541;nM;5700.0;Brc1cccc(Nc2ncnc3Oc4ccc(NC(=O)C=C)cc4CNc23)c1;5.2441251443275085;437.048736852;6;3;4.825000000000002;yes
CHEMBL1821890;nM;5710.0;COc1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)c4nc(cs4)c5ccccc5;5.243363891754152;429.13111147999996;5;0;6.313500000000005;yes
CHEMBL1440725;nM;5720.0;Cc1ccccc1c2oc(SCc3ccccc3)nn2;5.242603971206974;282.082684068;4;0;4.337320000000004;yes
CHEMBL1172915;nM;5740.0;COc1ccc(cc1)C2CC(=NN2C(=S)N)c3ccc(Cl)c(Cl)c3;5.241088107602026;379.03128846;3;1;4.396700000000003;yes
CHEMBL1170459;nM;5760.0;Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc3ccccc3c2;5.239577516576788;351.12190602400005;6;0;3.509520000000002;yes
CHEMBL592708;nM;5780.0;COc1ccc(\C=N\NC2=NC(=O)CS2)cc1;5.238072161579471;249.057197592;5;1;1.2481;yes
CHEMBL605957;nM;5797.0;COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2=O)c3c[nH]c4ccc(Br)cc34;5.236796699629228;456.03208374400003;5;2;3.5234000000000014;yes
CHEMBL2018759;nM;5800.0;COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)c(C)c3)c2cc1OC;5.236572006437063;396.17975524799994;7;2;4.655920000000004;yes
CHEMBL2064374;nM;5800.0;CCOC(=O)c1ccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)cc1;5.236572006437063;477.201218964;10;1;3.1803000000000017;yes
CHEMBL205454;nM;5800.0;COc1ccc2Oc3ncnc(Nc4ccc(Cl)cc4)c3NCc2c1;5.236572006437063;354.0883534000001;6;2;4.600000000000003;yes
CHEMBL592247;nM;5830.0;Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=S)Nc3ccccc3)c1;5.234331445240986;392.155849008;3;3;5.113840000000004;yes
CHEMBL603968;nM;5840.0;CCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3;5.2335871528875995;424.18858861599995;6;1;5.448100000000006;yes
CHEMBL253969;nM;5853.4;NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F;5.232591796771347;531.075129168;6;3;3.8592000000000013;yes
CHEMBL1278149;nM;5900.0;COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC;5.229147988357855;378.001532564;5;0;4.340900000000003;yes
CHEMBL116748;nM;5900.0;[O-][N+](=O)c1ccc2c(NCc3ccccc3)ncnc2c1;5.229147988357855;280.096025624;5;1;3.150100000000001;yes
CHEMBL1828868;nM;5930.0;Fc1ccc(CC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1;5.226945306635738;327.01322011200006;3;1;2.526700000000001;yes
CHEMBL1958219;nM;5950.0;COc1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)C4=NC(=O)CS4;5.22548303427145;369.094725972;5;0;3.6148000000000025;yes
CHEMBL1242472;nM;5950.0;CCOc1ccc(cc1OC)c2nn(C(C)C)c3ncnc(N)c23;5.22548303427145;327.16952491200004;7;1;3.0637000000000008;yes
CHEMBL3747776;nM;5960.0;CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(Br)cc4;5.224753740259764;553.096080968;8;0;4.8053200000000045;yes
CHEMBL1241439;nM;5960.0;CC(C)n1nc(c2occ(C=O)c2)c3c(N)ncnc13;5.224753740259764;271.10692465600005;7;1;2.0618999999999996;yes
CHEMBL2385993;nM;6000.0;CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(c3)C(=O)Nc4nccc(n4)c5cccc(F)c5)CC1;5.221848749616356;538.2492524520001;6;2;4.843120000000004;yes
CHEMBL80155;nM;6000.0;COc1cc(C=C(C#N)C#N)cc(O)c1O;5.221848749616356;216.053492116;5;2;1.53696;yes
CHEMBL381306;nM;6000.0;Brc1ccc2Oc3ncnc(NCc4ccccc4)c3NCc2c1;5.221848749616356;382.0429232;5;2;4.569000000000003;yes
CHEMBL2385982;nM;6000.0;CCOc1cc(c(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2ccc(F)c(Cl)c2)[N+](=O)[O-];5.221848749616356;464.12627570399997;6;2;4.0946000000000025;yes
CHEMBL2385988;nM;6000.0;CCOc1ccc(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2nccc(n2)c3cccnc3;5.221848749616356;446.20663869200007;7;2;3.2459000000000016;yes
CHEMBL372246;nM;6000.0;CN1CCN(CC1)c2cc3ncnc(Nc4cc(Cl)c(Cl)cc4F)c3cc2NC(=O)C=C;5.221848749616356;474.11379287200003;6;2;4.695600000000003;yes
CHEMBL489147;nM;6000.0;COc1cc(cc(O)c1O)C(=C(C#N)C#N)C#N;5.221848749616356;241.048741084;6;2;1.4307399999999997;yes
CHEMBL1812556;nM;6020.0;COc1cccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1;5.220403508742176;474.069137948;5;2;5.796400000000004;yes
CHEMBL296419;nM;6057.0;COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1;5.217742426336699;458.24818983200004;5;1;5.351300000000005;yes
CHEMBL2316150;nM;6100.0;COc1cccc(\C=C\2/CCC\C(=C/c3cc(OC)cc(OC)c3)\C2=O)c1;5.214670164989234;364.16745924799994;4;0;4.932400000000005;yes
CHEMBL161226;nM;6100.0;CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c4ccccc14;5.214670164989234;410.08711781600005;4;4;4.1678000000000015;yes
CHEMBL329183;nM;6100.0;[O-][N+](=O)c1ccc2c(Nc3cccc(F)c3)ncnc2c1;5.214670164989234;284.070953748;5;1;3.420700000000002;yes
CHEMBL137422;nM;6100.0;CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c4ccccc14;5.214670164989234;534.0073185440001;4;2;0.6634000000000013;yes
CHEMBL3088224;nM;6130.0;Cc1ccc(cc1)C(=O)N\N=C(\Cn2c(C)ncc2[N+](=O)[O-])/c3ccc(Br)cc3;5.212539525481585;455.05930153599996;6;1;4.004940000000003;yes
CHEMBL2018751;nM;6150.0;COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl;5.211124884224583;388.09383270399996;7;2;4.222300000000002;yes
CHEMBL3221558;nM;6150.0;Cl.COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl;5.211124884224583;424.07051041599993;7;2;4.644100000000002;yes
CHEMBL1956887;nM;6160.0;Nc1nc(Nc2cccc(Br)c2)c3cc(Cc4ccc(cc4)c5ccccc5)[nH]c3n1;5.210419287835574;469.09020774000004;4;3;6.304000000000005;yes
CHEMBL2047027;nM;6170.0;ONC(=O)CCCCCC(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)C#C;5.209714835966759;393.16885621600005;4;4;3.3146000000000013;yes
CHEMBL3915538;nM;6238.0;Nc1ncnc2c1c(nn2C[C@@H]3CCCN3C(=O)\C=C\CN4CCOCC4)c5ccc(Oc6ccccc6)cc5;5.204954629578875;539.2644879159999;9;1;3.747200000000003;yes
CHEMBL31745;nM;6266.2;CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;5.202995747738671;405.022522104;5;2;3.969380000000002;yes
CHEMBL1822064;nM;6270.0;COc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccc(Cl)cc4)c5ccc(OC)cc5;5.202732459169283;475.11212562399993;6;0;6.8364000000000065;yes
CHEMBL1172573;nM;6270.0;NC(=S)N1N=C(CC1c2ccc(F)cc2)c3ccc(Cl)c(Cl)c3;5.202732459169283;367.011301964;2;1;4.527200000000002;yes
CHEMBL597303;nM;6280.0;CCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3;5.2020403562628035;409.18892296399997;5;2;4.631000000000004;yes
CHEMBL485745;nM;6300.0;Fc1ccc(cc1)c2nn3ccccc3c2c4ccncc4;5.200659450546418;289.101525604;3;0;4.202400000000003;yes
CHEMBL204223;nM;6300.0;COc1cc(OC)c2CNc3c(Nc4cccc(Br)c4)ncnc3Oc2c1;5.200659450546418;428.0484025040001;7;2;4.717700000000003;yes
CHEMBL3263374;nM;6310.0;O=C1CSC(=N1)N2N=C(CC2c3ccc4ccccc4c3)c5ccccc5;5.199970640755867;371.109233164;4;0;4.620300000000004;yes
CHEMBL1242379;nM;6340.0;COc1ccc(cc1OC)c2nn(c3ncnc(N)c23)C(C)(C)C;5.197910742118268;327.16952491200004;7;1;2.8477000000000015;yes
CHEMBL3221259;nM;6400.0;Cl.CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl;5.1938200260161125;466.11746060799993;7;2;5.814400000000004;yes
CHEMBL2018754;nM;6400.0;CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl;5.1938200260161125;430.14078289599996;7;2;5.392600000000004;yes
CHEMBL483321;nM;6400.0;COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1;5.1938200260161125;469.211389724;7;2;4.953340000000003;yes
CHEMBL176470;nM;6400.0;Nc1ncnc2c1c(cn2c3ccccc3CNCCO)c4ccccc4;5.1938200260161125;359.174610292;6;3;2.7516000000000007;yes
CHEMBL1828869;nM;6410.0;Fc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1;5.193141970481181;370.96270453200003;3;1;2.6358000000000006;yes
CHEMBL3233768;nM;6414.0;C\C=C(/C)\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1;5.192871044407578;376.0560879680001;5;2;5.132100000000003;yes
CHEMBL1173601;nM;6430.0;NC(=S)N1N=C(CC1c2ccccc2Br)c3ccc(Cl)c(Cl)c3;5.191789027075778;426.93123584399996;2;1;5.1506000000000025;yes
CHEMBL1242113;nM;6450.0;CCn1nc(c2ccc(OC)c(O)c2)c3c(N)ncnc13;5.1904402853647325;285.12257472000005;7;2;1.8095999999999999;yes
CHEMBL1958038;nM;6480.0;Fc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccc(Br)cc4;5.188424994129408;416.994673356;4;0;4.368700000000002;yes
CHEMBL333553;nM;6500.0;NC(=O)\C(=C\c1cc(O)c(O)c(CSc2nc3ccccc3s2)c1)\C#N;5.187086643357143;383.039833276;7;3;3.3920800000000018;yes
CHEMBL1173665;nM;6560.0;NC(=S)N1N=C(CC1c2ccccc2F)c3ccc(Cl)c(Cl)c3;5.18309616062434;367.011301964;2;1;4.527200000000002;yes
CHEMBL3747152;nM;6580.0;CC(Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c2ccc(cc2)C3CC(=NN3C(=O)C)c4ccc(F)cc4;5.181774106386044;493.17614708800005;8;0;4.181920000000003;yes
CHEMBL330879;nM;6600.0;COc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2ccc3ccccc3c2)c1O;5.180456064458131;390.103813436;5;2;4.238580000000003;yes
CHEMBL1812566;nM;6630.0;COc1cccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1;5.178486471595226;430.119653528;5;2;5.687300000000003;yes
CHEMBL1958035;nM;6670.0;Cc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccc(Cl)cc4;5.175874166083451;369.07026081199996;4;0;4.428920000000004;yes
CHEMBL56236;nM;6680.0;Cc1cc(C)c(C)c(c1C)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C;5.175223537524454;392.232459516;5;3;4.427680000000002;yes
CHEMBL1241863;nM;6700.0;CC(C)n1nc(c2ccc3NC(=O)C=Cc3c2)c4c(N)ncnc14;5.173925197299173;320.138559132;6;2;2.4978999999999996;yes
CHEMBL3604939;nM;6700.0;CN(C)C\C=C\C(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(n2)N5CCN(C)CC5)c1;5.173925197299173;527.2757212960001;9;3;3.696900000000002;yes
CHEMBL1828865;nM;6740.0;Fc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1;5.171340103464679;293.052192464;3;1;1.8733000000000002;yes
CHEMBL2029692;nM;6800.0;O=C(CN1C(=CC(=O)n2ncnc12)c3ccccc3)NNC(=S)Nc4ccccc4;5.1674910872937625;419.11644378400007;7;3;1.5757999999999992;yes
CHEMBL2316145;nM;6800.0;COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3cccc(Br)c3)\C2=O)c1;5.1674910872937625;412.067406632;3;0;5.686300000000005;yes
CHEMBL2064391;nM;6800.0;CC(=O)c1cccc(Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23)c1;5.1674910872937625;447.19065428000005;9;1;3.2062000000000017;yes
CHEMBL1173714;nM;6820.0;CC(C)c1ccc(\C=C\C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cc1;5.166215625343521;343.153206152;6;0;3.479720000000002;yes
CHEMBL604671;nM;6820.0;[O-][N+](=O)c1ccc(\C=N\NC2=NC(=O)CS2)cc1;5.166215625343521;264.031711116;6;1;1.1476999999999997;yes
CHEMBL1172917;nM;6850.0;NC(=S)N1N=C(CC1c2ccc(Br)cc2)c3ccc(Cl)c(Cl)c3;5.1643094285075755;426.93123584399996;2;1;5.1506000000000025;yes
CHEMBL334439;nM;6900.0;CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c4ccccc14;5.161150909262744;704.185617248;6;2;2.2730000000000024;yes
CHEMBL342929;nM;6900.0;CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c4ccccc14;5.161150909262744;438.11841794400004;6;2;4.188600000000004;yes
CHEMBL160566;nM;6900.0;Cn1c(SSc2c(C#N)c3ccccc3n2C)c(C#N)c4ccccc14;5.161150909262744;374.065988448;6;0;5.212760000000004;yes
CHEMBL1641993;nM;6900.0;Brc1cccc(Nc2ncc(C#N)c3ccc(NC(=O)CCN4CCOCC4)cc23)c1;5.161150909262744;479.095687044;6;2;4.273380000000003;yes
CHEMBL1761929;nM;6900.0;COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1;5.161150909262744;354.13280505599994;7;2;3.568900000000002;yes
CHEMBL1242028;nM;6900.0;CC(C)n1nc(c2cc(F)c(O)cc2F)c3c(N)ncnc13;5.161150909262744;305.1088164760001;6;2;2.6402;yes
CHEMBL1821894;nM;6920.0;COc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccccc4)c5ccc(OC)cc5;5.1598939055432425;441.15109797599996;6;0;6.183000000000006;yes
CHEMBL4106341;nM;6920.0;Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C;5.1598939055432425;244.16879663999998;3;2;3.319340000000002;yes
CHEMBL57300;nM;7000.0;Oc1ccc2C(=C(C#N)C#N)CCc2c1O;5.154901959985743;212.058577496;4;2;1.84476;yes
